isbn,authors,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,should_i_read
805448659,"Stephen Kendrick, Alex Kendrick",2008.0,The Love Dare,4.37,41908,637,1122,5311,11424,25899,1
743470125,Jennifer Weiner,2005.0,Goodnight Nobody,3.64,51748,1088,4432,17806,18827,10992,0
330488902,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,4.01,46361,792,2530,11168,17487,18935,1
515114693,Nora Roberts,1994.0,"Born in Fire (Born In Trilogy, #1)",4.21,56901,461,1511,10300,19642,27369,1
60921145,Barbara Kingsolver,1990.0,Animal Dreams,4.05,51007,363,1673,11103,22444,18180,1
1416997857,Cassandra Clare,2009.0,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",4.57,55518,633,1054,4101,10768,40757,1
6479677,Sidney Sheldon,1985.0,"If Tomorrow Comes (Tracy Whitney Series, #1)",4.01,44722,456,2070,10848,18080,17028,1
3822858641,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: The Graphic Work,3.93,50047,2900,3392,9212,13706,21179,0
345416260,Donna Woolfolk Cross,1996.0,Pope Joan,4.06,51385,854,2240,10552,21373,21228,1
679776818,Sebastian Faulks,1993.0,Birdsong,4.07,49930,1160,2911,9600,19416,22570,1
081257639X,Terry Goodkind,2000.0,"Faith of the Fallen (Sword of Truth, #6)",4.11,53676,1335,3030,9648,16346,26044,1
1606412388,Brandon Mull,2010.0,"Keys to the Demon Prison (Fablehaven, #5)",4.42,58481,803,1179,5911,16255,35801,1
159420229X,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,3.85,48816,1176,3035,13125,21575,14727,0
345443284,Sue Miller,1998.0,While I Was Gone,3.67,52244,786,3933,17555,20121,10552,0
446613363,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)",4.04,55637,281,1733,13606,24730,20459,1
1423108361,Eoin Colfer,2008.0,"The Time Paradox (Artemis Fowl, #6)",4.07,61987,884,2750,12976,23450,25549,1
803734735,Kristin Cashore,2012.0,"Bitterblue (Graceling Realm, #3)",4.01,74479,1359,4235,16099,29228,29199,1
803734956,Jandy Nelson,2010.0,The Sky Is Everywhere,4.04,61937,1710,3899,13383,23304,28879,1
61020664,Terry Pratchett,1988.0,"Wyrd Sisters (Discworld, #6; Witches #2)",4.11,60472,243,1873,13916,27591,25897,1
1301347949,Katy Evans,2013.0,"Real (Real, #1)",4.21,83000,2266,3816,12023,24581,45273,1
62200577,Joe Hill,2013.0,NOS4A2,4.06,50181,1146,2574,10053,23682,22044,1
140434747,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,3.91,59408,1345,3512,15624,24144,20680,0
965476022,"Walter Farley, Keith Ward",1941.0,"The Black Stallion (The Black Stallion, #1)",4.18,60720,491,1824,11964,20094,28418,1
64410145,"Lemony Snicket, Brett Helquist",2004.0,"The Grim Grotto (A Series of Unfortunate Events, #11)",3.99,73492,839,3693,17817,26906,26745,0
8424133498,Tomie dePaola,1975.0,Strega Nona,4.22,65259,1046,2191,10926,18818,33318,1
983212546,R.L. Mathewson,2011.0,"Playing for Keeps (Neighbor from Hell, #1)",4.08,85266,1993,4315,15728,31458,37516,1
961454733,"David Bayles, Ted Orland",1993.0,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,3.67,47688,4838,4278,10025,11923,17162,0
452286034,Kelley Armstrong,2001.0,"Bitten (Women of the Otherworld, #1)",4.06,71988,1791,4099,14413,25274,32373,1
312624670,C.C. Hunter,2011.0,"Born at Midnight (Shadow Falls, #1)",4.13,68084,1852,3295,11507,20824,33025,1
1844280136,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus!,4.29,59698,1245,2543,8268,15201,34990,1
545424941,Maggie Stiefvater,2013.0,"The Dream Thieves (The Raven Cycle, #2)",4.27,75637,803,2111,10696,30520,40382,1
141439637,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,3.76,55019,1935,4908,15386,20335,16753,0
486298574,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper and Other Stories,4.02,64690,1039,3145,13365,23546,23875,1
1455561789,Noah Hawley,2016.0,Before the Fall,3.76,48807,902,3812,17207,28449,12633,0
836204387,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,4.63,48280,346,608,3077,8752,36046,1
142401757,Sarah Dessen,2000.0,Dreamland,3.91,64082,1556,4772,15338,20590,23475,0
1616201320,B.A. Shapiro,2012.0,The Art Forger,3.69,47873,2380,3650,14812,21685,12272,0
1596912855,Shannon Hale,2007.0,"Austenland (Austenland, #1)",3.54,66400,2414,8021,23997,22990,14143,0
1400044162,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,4.28,46716,344,1175,6626,23036,25840,1
345498321,Chetan Bhagat,2005.0,One Night at the Call Center,2.47,40718,10559,14125,11872,5177,3100,0
385523238,Sara Gruen,2015.0,At the Water's Edge,3.65,44956,1306,4467,16578,21648,10208,0
451197968,"Richard Bachman, Stephen King",1982.0,The Running Man,3.8,62268,723,4280,20084,24714,17555,0
031242440X,Marilynne Robinson,2004.0,"Gilead (Gilead, #1)",3.84,54081,2359,5175,12339,18141,20398,0
006091307X,Thomas Pynchon,1966.0,The Crying of Lot 49,3.7,48692,2227,5166,13618,19312,14456,0
525953094,Ken Follett,2014.0,"Edge of Eternity (The Century Trilogy, #3)",4.04,21459,980,2775,10189,18199,20594,1
1423121317,Rachel Hawkins,2011.0,"Demonglass (Hex Hall, #2)",4.13,74589,1036,2945,14055,26694,32896,1
1857231511,Terry Brooks,1977.0,"The Sword of Shannara (The Original Shannara Trilogy, #1)",3.76,58967,2791,5838,16067,22050,19899,0
99297701,Thomas Harris,1999.0,"Hannibal (Hannibal Lecter, #3)",3.72,57569,2166,5811,17220,20844,17514,0
006114097X,L.J. Smith,2007.0,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",3.67,68651,3663,8247,18819,19054,22444,0
60586133,Liane Moriarty,2003.0,Three Wishes,3.76,40569,576,2847,17447,24125,11516,0
1416974520,L.J. Smith,2009.0,"Night World, No. 3 (Night World, #7-9)",4.2,58232,1115,2652,9863,15216,30224,1
743466527,Ann-Marie MacDonald,1996.0,Fall on Your Knees,3.95,50446,1544,3316,11112,18471,19504,0
054522490X,Maggie Stiefvater,2011.0,The Scorpio Races,4.08,70335,2159,3992,12420,24712,32948,1
345539842,Pierce Brown,2016.0,"Morning Star (Red Rising, #3)",4.5,47736,266,782,4880,17692,37879,1
441005764,Brian Jacques,1988.0,"Mossflower (Redwall, #2)",4.09,56860,626,1842,11769,21559,22629,1
1250077001,Jenny  Lawson,2015.0,Furiously Happy: A Funny Book About Horrible Things,3.93,59743,2513,4499,13107,22580,24857,0
312986343,Janet Evanovich,2002.0,"Visions of Sugar Plums (Stephanie Plum, #8.5)",3.68,62726,1997,7022,19528,18169,18438,0
553564935,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)",4.25,53878,586,1435,7939,18946,26408,1
1405910216,Tracey Garvis-Graves,2011.0,"On the Island (On the Island, #1)",4.13,28651,996,2731,10618,22670,27667,1
1439164630,Lisa Genova,2011.0,Left Neglected,3.95,52095,582,2450,12864,24336,16533,0
671662341,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,4.26,50412,1015,1480,6893,15228,26411,1
765316994,John Scalzi,2012.0,Redshirts,3.84,53746,1049,3740,15787,25713,16130,0
61245097,Jeaniene Frost,2008.0,"One Foot in the Grave (Night Huntress, #2)",4.31,76368,686,1916,10599,26385,42166,1
60890681,Liane Moriarty,2006.0,The Last Anniversary,3.72,35325,657,3144,16975,22127,10283,0
61449067,Michael  Grant,2009.0,"Hunger (Gone, #2)",4.02,60519,1301,3531,12922,22281,25354,1
312349513,Janet Evanovich,2008.0,"Fearless Fourteen (Stephanie Plum, #14)",4.02,70806,435,2834,17632,28086,26024,1
8129118807,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition",3.07,42845,5263,9285,13415,9928,6579,0
7174160,"Michael Bond, Peggy Fortnum",1958.0,"A Bear Called Paddington (Paddington, #1)",4.21,62590,589,1894,11370,19715,30456,1
60887338,Sara Shepard,2007.0,"Flawless (Pretty Little Liars, #2)",3.96,59403,849,3660,15492,21492,22825,0
440800463,Beverly Cleary,1981.0,"Ramona Quimby, Age 8 (Ramona, #6)",4.08,58135,934,2280,12583,20912,24811,1
1569319472,Rumiko Takahashi,1997.0,"InuYasha: Turning Back Time (InuYasha, #1)",4.26,45993,851,1957,7190,10759,25487,1
451219422,David Seltzer,1976.0,The Omen,3.99,49935,885,2555,11734,16549,18851,0
312532768,Alyson Noel,2009.0,"Blue Moon (The Immortals, #2)",3.61,74367,3935,9508,21715,21521,21768,0
446572993,David Baldacci,2012.0,"The Innocent (Will Robie, #1)",4.1,46216,490,1439,9720,25219,19951,1
446402397,Tom Rob Smith,2008.0,"Child 44 (Leo Demidov, #1)",4.08,46734,717,1911,9446,24032,19925,1
60987510,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",4.35,44669,611,1098,5495,18681,28175,1
60527994,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000.0,"The Devil and Miss Prym (On the Seventh Day, #3)",3.59,42286,1531,5179,15461,16402,10502,0
440339340,Lee Child,2010.0,"Worth Dying For (Jack Reacher, #15)",4.2,47296,256,1070,8630,23333,23031,1
307395987,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,3.91,48189,732,2788,12621,20273,15523,0
312979975,Sherrilyn Kenyon,2002.0,Fantasy Lover (Dark-Hunterverse #1),4.17,70274,1409,3288,12339,22030,35909,1
031601477X,"James Patterson, Gabrielle Charbonnet",2008.0,Sundays at Tiffany's,3.74,51720,2030,5503,15467,18033,17579,0
743418735,Jodi Picoult,2002.0,Perfect Match,3.93,52168,492,2628,13550,22197,16344,0
081297235X,Curtis Sittenfeld,2005.0,Prep,3.36,50598,3089,7820,17606,16367,8320,0
1401307450,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,4.1,45203,800,2035,8401,16713,19379,1
425273865,Sylvia Day,2014.0,"Captivated by You (Crossfire, #4)",4.06,57831,1485,4142,13664,21245,30896,1
99427869,Richard Bach,1977.0,Illusions: The Adventures of a Reluctant Messiah,4.14,44569,973,2466,7982,13712,22278,1
316056634,Gail Carriger,2009.0,"Soulless (Parasol Protectorate, #1)",3.91,73051,2589,4520,16299,28843,25987,0
142422959,Gayle Forman,2013.0,"Just One Day (Just One Day, #1)",4.02,47674,1591,3191,12505,24526,25048,1
1416953574,Lisa McMann,2008.0,"Wake (Wake, #1)",3.75,69046,3159,6682,17699,21663,22864,0
1439107955,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,4.29,48117,749,1435,6492,18009,26964,1
1416940901,Ellen Hopkins,2007.0,"Glass (Crank, #2)",4.28,51726,519,1699,7695,15899,27730,1
307278492,"Gabriel García Márquez, Edith Grossman",2004.0,Memories of My Melancholy Whores,3.59,33534,1379,4851,16568,17933,9554,0
031253955X,Jeffrey Archer,2011.0,"Only Time Will Tell (The Clifton Chronicles, #1)",4.04,41187,673,1924,10025,23572,18117,1
1878424114,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,4.07,41427,937,2052,8085,13673,18216,1
312315953,Augusten Burroughs,2004.0,Magical Thinking: True Stories,3.96,45554,530,2057,11121,17986,15114,0
689878567,Tamora Pierce,1984.0,"In the Hand of the Goddess (Song of the Lioness, #2)",4.25,66382,941,1724,10424,22977,34529,1
805092528,"Kerstin Gier, Anthea Bell",2009.0,"Ruby Red (Precious Stone Trilogy, #1)",4.12,62978,1006,3019,14262,30391,33563,1
031259044X,Alyson Noel,2009.0,"Shadowland (The Immortals, #3)",3.66,68104,3410,8196,19221,18536,21671,0
553296124,Timothy Zahn,1991.0,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),4.12,50300,409,1882,10046,20473,21613,1
689878575,Tamora Pierce,1988.0,"Lioness Rampant (Song of the Lioness, #4)",4.28,65027,1000,1700,9328,21166,35225,1
042510687X,Robin Cook,1987.0,"Outbreak (Dr. Marissa Blumenthal, #1)",3.96,48357,352,1713,12686,19072,15346,0
8176210773,Louise L. Hay,1984.0,You Can Heal Your Life,4.14,44445,1311,2112,7972,13689,23038,1
1857988094,Richard Matheson,1954.0,I Am Legend,4.07,46845,533,2219,11159,24394,21188,1
015204566X,"Patricia C. Wrede, Peter de Sève",1990.0,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",4.14,67663,1270,2575,12165,22888,31094,1
515130974,Lee Child,2000.0,"Running Blind (Jack Reacher, #4)",4.08,44681,351,1647,10674,24761,19656,1
425205819,John Sandford,1989.0,"Rules of Prey (Lucas Davenport, #1)",4.13,52416,843,1546,9633,21565,22440,1
553589172,Tami Hoag,1999.0,"Ashes to Ashes (Kovac and Liska, #1)",4.03,49139,489,1625,11247,19498,17728,1
7149824,Michael Chabon,2007.0,The Yiddish Policemen's Union,3.69,46854,1649,4243,14023,21009,11416,0
345528670,Melanie Benjamin,2013.0,The Aviator's Wife,3.87,48191,752,2657,12509,24063,13271,0
439598389,David Shannon,1998.0,A Bad Case of Stripes,4.24,51764,841,2057,8441,13466,27337,1
593065700,Lee Child,2011.0,"The Affair (Jack Reacher, #16)",4.11,43992,348,1418,10039,24293,20339,1
205313426,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,4.19,46041,881,2233,9114,18026,27401,1
140620613,Henry James,1898.0,The Turn of the Screw,3.45,53644,2984,8843,21744,20385,12055,0
743294297,Jennifer Weiner,2009.0,Best Friends Forever,3.48,50738,1534,6166,19341,16693,9045,0
786939532,R.A. Salvatore,1990.0,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",4.27,49095,397,1460,7715,18002,26134,1
156865054X,"Larry Niven, Jerry Pournelle",1974.0,The Mote in God's Eye,4.06,48131,524,1957,10282,20225,19076,1
307595862,"Jo Nesbø, Don Bartlett",2007.0,"The Snowman (Harry Hole, #7)",4.04,47533,634,2230,11115,26594,19958,1
1590171993,"John  Williams, John McGahern",1965.0,Stoner,4.28,42869,506,1671,6674,19742,26857,1
1401308201,"David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman",2005.0,Wicked: The Grimmerie,4.17,47207,921,1673,8051,14244,22318,1
074348486X,William Shakespeare,1599.0,As You Like It,3.83,56395,894,3908,17213,22421,17061,0
1563892618,"Garth Ennis, Steve Dillon, Joe R. Lansdale",1996.0,"Preacher, Volume 1: Gone to Texas",4.16,51267,1629,2165,7138,16056,24822,1
451528921,"Edmond Rostand, Eteel Lawson, Lowell Bair",1897.0,Cyrano de Bergerac,4.05,54607,801,2726,12688,20653,23755,1
374525641,Anne Fadiman,1997.0,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.14,47785,619,1861,8093,18674,20623,1
159514319X,Richelle Mead,2013.0,"The Indigo Spell (Bloodlines, #3)",4.41,73056,526,1273,8244,23790,43888,1
385341652,Karen Marie Moning,2009.0,"Dreamfever (Fever, #4)",4.43,68816,497,1335,7261,22881,44612,1
316010707,Kate Atkinson,2004.0,Case Histories (Jackson Brodie #1),3.82,54908,1126,3710,15133,25225,14945,0
345544110,J. Kenner,2013.0,"Release Me (Stark Trilogy, #1)",4.14,61211,945,2760,11184,22878,28706,1
812984277,Sophie Kinsella,2013.0,Wedding Night,3.4,32084,2495,8566,21212,17215,9994,0
1563892251,"Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker",1990.0,The Doll's House (The Sandman #2),4.44,54420,124,664,5797,20761,34962,1
689849109,Eleanor H. Porter,1912.0,"Pollyanna (Pollyanna, #1)",3.95,56529,1310,3432,14699,19596,22201,0
1558745157,Dave Pelzer,1997.0,The Lost Boy (Dave Pelzer #2),4.08,46847,510,2068,10426,17223,20031,1
1490904387,Hugh Howey,2013.0,"Dust (Silo, #3)",4.26,33132,177,919,6781,20811,22228,1
1439102759,Jodi Picoult,2012.0,Lone Wolf,3.67,33504,1527,5090,17346,20893,12937,0
450610098,Stephen King,1993.0,Nightmares and Dreamscapes,3.9,54401,412,2650,16264,23036,16846,0
385341679,Karen Marie Moning,2011.0,"Shadowfever (Fever, #5)",4.46,73030,1175,1695,6734,19798,49895,1
385517831,John Grisham,2009.0,The Associate,3.64,48838,1003,4409,17296,18563,10576,0
547887205,Lois Lowry,2012.0,"Son (The Giver, #4)",3.98,54620,633,3074,13411,24215,20020,0
1401248969,"Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein",2015.0,The Sandman: Overture,3.94,52973,4360,3419,8193,12325,25115,0
802720854,Simone Elkeles,2010.0,"Rules of Attraction (Perfect Chemistry, #2)",4.22,68270,797,2666,11463,22277,34697,1
1595406557,Howard Pyle,1883.0,The Merry Adventures of Robin Hood,4.05,48879,427,1987,11657,18235,19673,1
679781498,Bret Easton Ellis,1985.0,Less Than Zero,3.58,45978,1820,5379,15400,18292,10317,0
393065782,Lawrence Hill,2007.0,Someone Knows My Name,4.44,22146,326,746,4525,18174,31523,1
812972147,"Anonymous, Richard Francis Burton, A.S. Byatt",800.0,The Arabian Nights,4.06,46656,656,2323,11976,20201,21935,1
670021873,Tana French,2010.0,"Faithful Place (Dublin Murder Squad, #3)",3.97,55355,584,2205,13196,27712,17400,0
802122558,Lily King,2014.0,Euphoria,3.84,41606,883,2696,11817,21056,12176,0
60090383,Marian Keyes,1997.0,"Rachel's Holiday (Walsh Family, #2)",3.93,48663,954,2645,12370,18723,16736,0
586008357,Isaac Asimov,1954.0,The Caves of Steel (Robot #1),4.14,51059,212,1282,10553,24246,21828,1
99448769,Haruki Murakami,1988.0,"Dance Dance Dance (The Rat, #4)",4.03,41161,331,1753,9862,21152,15787,1
380709244,"Beverly Cleary, Louis Darling, Tracy Dockray",1965.0,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",3.9,61754,952,3280,17270,21684,20539,0
575090855,Carrie Ryan,2009.0,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",3.59,64093,4754,9003,18505,21469,20327,0
736693416,Terry Brooks,1982.0,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",3.96,51161,858,3022,12442,20133,19089,0
375866590,"Rachel Cohn, David Levithan",2010.0,"Dash & Lily's Book of Dares (Dash & Lily, #1)",3.82,54920,1504,4374,16073,22588,18124,0
316074314,Eleanor Catton,2013.0,The Luminaries,3.7,40727,2431,4439,11400,17682,12870,0
60244054,"Laura Joffe Numeroff, Felicia Bond",1991.0,If You Give a Moose a Muffin,4.17,48830,645,2107,9333,13397,23722,1
553588257,Dean Koontz,2005.0,Velocity,3.85,48755,751,2861,13997,18945,14520,0
316779423,David Sedaris,1994.0,Barrel Fever: Stories and Essays,3.78,44679,902,3333,12737,16577,12191,0
552152951,Terry Pratchett,1991.0,"Reaper Man (Discworld, #11; Death, #2)",4.27,52845,155,1087,9103,23540,28910,1
1581345275,Frank E. Peretti,1989.0,"Piercing the Darkness (Darkness, #2)",4.3,44595,576,1388,6180,13312,24345,1
1400064287,"Chip Heath, Dan Heath",2006.0,Made to Stick: Why Some Ideas Survive and Others Die,3.97,46736,1247,2347,9922,18142,16749,0
038000321X,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,4.08,49300,455,1337,10066,20488,18285,1
143037749,Zadie Smith,2005.0,On Beauty,3.68,44317,1357,4393,13695,19496,10862,0
446691097,Joyce Meyer,1995.0,Battlefield of the Mind: Winning the Battle in Your Mind,4.33,26898,895,1323,5511,11554,25510,1
749932775,Nora Roberts,2001.0,"Dance Upon the Air (Three Sisters Island, #1)",4.19,50255,575,1514,9430,18221,24748,1
345335708,David Eddings,1984.0,"Castle of Wizardry (The Belgariad, #4)",4.16,54682,315,1651,10572,21181,23964,1
451233166,J.R. Ward,2011.0,"Lover Unleashed (Black Dagger Brotherhood, #9)",4.28,66871,489,2211,10859,22524,37530,1
1401323820,Richard Castle,2008.0,"Heat Wave (Nikki Heat, #1)",3.54,49283,1968,5963,18846,16822,11572,0
7157150,C.S. Lewis,1938.0,"Out of the Silent Planet (Space Trilogy, #1)",3.92,49617,942,3378,13211,20524,18421,0
60266864,"Laura Joffe Numeroff, Felicia Bond",1998.0,If You Give a Pig a Pancake ,4.23,51385,505,1853,9163,13809,26423,1
684853159,Iain Banks,1984.0,The Wasp Factory,3.85,46179,1593,3722,11699,19926,15905,0
140006788X,Marisha Pessl,2013.0,Night Film,3.78,24865,1797,4627,12959,20335,15399,0
080509329X,Rob Lowe,2011.0,Stories I Only Tell My Friends,3.77,47323,1555,3272,12961,19965,12707,0
385536976,Kevin Kwan,2013.0,Crazy Rich Asians (Crazy Rich Asians #1),3.7,46208,1369,4244,16017,22007,11750,0
385733410,Libba Bray,2005.0,"Rebel Angels (Gemma Doyle, #2)",3.98,81420,2320,4306,17352,28982,30956,0
038533916X,Karen Marie Moning,2007.0,"Bloodfever (Fever, #2)",4.3,69032,408,1705,10116,27406,38606,1
385341636,Karen Marie Moning,2008.0,"Faefever (Fever, #3)",4.34,68452,564,1583,9222,25139,40181,1
159474758X,Ransom Riggs,2015.0,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",4.15,58435,507,2285,11892,26480,28496,1
486424545,E.M. Forster,1910.0,Howards End,3.95,52006,1006,3045,13142,22192,19374,0
1593070942,"Mike Mignola, John Byrne",1994.0,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",4.11,48485,1015,1893,8616,16450,21083,1
1423160916,Rick Riordan,2015.0,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",4.26,78157,1560,2450,11297,27788,43493,1
140439242,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",3.97,51856,518,2517,13643,20941,18589,0
143039989,"Shirley Jackson, Laura   Miller",1959.0,The Haunting of Hill House,3.89,55367,1098,4174,14899,22377,19966,0
684856476,Hunter S. Thompson,1998.0,The Rum Diary,3.83,39300,415,2630,11809,17420,11106,0
312181108,Dodie Smith,1948.0,I Capture the Castle,4.0,56444,941,3334,13581,24645,23144,1
1905654871,"P.C. Cast, Kristin Cast",2011.0,"Destined (House of Night, #9)",4.04,56737,1595,3865,12696,18186,27607,1
312383282,Janet Evanovich,2009.0,"Finger Lickin' Fifteen (Stephanie Plum, #15)",3.98,65904,578,3242,17002,25909,24141,0
61177598,Charles Bukowski,1978.0,Women,3.89,41866,1068,3035,10345,17330,14425,0
451200810,John Jakes,1982.0,"North and South (North and South, #1)",4.19,49016,455,1529,8463,17335,22441,1
044101819X,Patricia Briggs,2010.0,"Silver Borne (Mercy Thompson, #5)",4.38,71830,181,837,8425,28015,40394,1
752858491,Robert Ludlum,1990.0,"The Bourne Ultimatum (Jason Bourne, #3)",4.04,47682,519,2005,10269,19585,17941,1
6486010,Robin Hobb,2001.0,"Fool's Errand (Tawny Man, #1)",4.29,50758,381,1096,7146,21191,26677,1
399167838,Marie Lu,2014.0,"The Young Elites (The Young Elites, #1)",3.93,60930,1719,4372,15294,26691,24139,0
515126772,Nora Roberts,1999.0,"Jewels of the Sun (Gallaghers of Ardmore, #1)",4.22,50630,506,1433,8997,17025,24782,1
140449337,"Marcus Aurelius, Martin Hammond, Diskin Clay",180.0,Meditations,4.2,43876,825,2162,8561,17232,26529,1
078684907X,"Dave Barry, Ridley Pearson, Greg Call",2004.0,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",4.01,57575,1123,2878,12131,21772,22136,1
679735909,A.S. Byatt,1990.0,Possession,3.88,56064,2331,4550,12121,19713,21019,0
1423102282,Melissa de la Cruz,2008.0,"Revelations (Blue Bloods, #3)",3.89,66170,1418,4674,17551,20935,23953,0
425143325,Tom Clancy,1993.0,"Without Remorse (Jack Ryan Universe, #1)",4.16,47148,577,1620,8528,17634,21521,1
671685635,Peter Straub,1979.0,Ghost Story,3.95,53017,1223,3213,12055,19132,19405,0
64410153,"Lemony Snicket, Brett Helquist",2005.0,"The Penultimate Peril (A Series of Unfortunate Events, #12)",4.02,67482,778,3242,15198,24874,25626,1
076790382X,Bill Bryson,1998.0,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,3.89,44610,601,2332,12624,20065,13808,0
64410161,"Lemony Snicket, Brett Helquist",2006.0,"The End (A Series of Unfortunate Events, #13)",3.99,67018,1628,4360,14247,22189,27158,0
143035746,Mary Karr,1995.0,The Liars' Club,3.92,45153,950,2756,10793,17561,15501,0
193700788X,Charlaine Harris,2013.0,"Dead Ever After (Sookie Stackhouse, #13)",3.39,49926,5280,9510,19931,18129,14091,0
000712774X,Ray Bradbury,1951.0,The Illustrated Man,4.13,49551,341,1688,10484,22836,22619,1
374104093,Jeff VanderMeer,2014.0,"Annihilation (Southern Reach, #1)",3.62,45353,1939,5513,14754,19539,11556,0
60775823,"Margaret Wise Brown, Clement Hurd",1942.0,The Runaway Bunny,4.14,52974,1207,2654,9854,14278,26264,1
553805371,"Stephen Hawking, Leonard Mlodinow",2010.0,The Grand Design,4.0,42687,1107,2090,9079,17175,16696,1
385517238,John Grisham,2006.0,The Innocent Man: Murder and Injustice in a Small Town,3.79,43793,1412,3719,12250,17282,13577,0
452277752,"Richard Bachman, Stephen King",1985.0,The Bachman Books,4.1,52824,555,1793,11043,20833,21993,1
140006922X,Reza Aslan,2013.0,Zealot: The Life and Times of Jesus of Nazareth,3.82,41094,2180,2881,9647,16978,13859,0
812551494,Terry Goodkind,1999.0,"Soul of the Fire (Sword of Truth, #5)",3.87,48632,1280,3757,12489,17047,16923,0
1590514637,"Jan-Philipp Sendker, Kevin Wiliarty",2002.0,The Art of Hearing Heartbeats,3.98,41647,704,2697,10330,19670,16937,0
1857231384,Iain M. Banks,1987.0,"Consider Phlebas (Culture, #1)",3.85,48649,1083,3656,12772,20533,15455,0
671646788,David J. Schwartz,1959.0,The Magic of Thinking Big,4.19,40023,640,1589,6992,13083,20299,1
345434803,Anne Rice,1998.0,"The Vampire Armand (The Vampire Chronicles, #6)",3.75,54919,1129,4866,17158,18670,15743,0
6479901,George R.R. Martin,2000.0,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",4.49,42072,147,435,4141,16561,31177,1
140382623,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",1883.0,Pinocchio,3.86,48961,1235,4063,14916,17113,18658,0
054762834X,Robin LaFevers,2012.0,"Grave Mercy (His Fair Assassin, #1)",3.92,70476,2257,4487,15591,27223,25125,0
802131786,Henry Miller,1934.0,Tropic of Cancer,3.71,45518,2313,4591,12278,16494,14025,0
60393491,Wally Lamb,2007.0,The Hour I First Believed,3.8,46475,1214,4088,12596,18566,14122,0
61997811,Brian Sibley,2010.0,Harry Potter: Film Wizardry,4.48,45081,1058,984,4017,8553,31451,1
1600964338,"Leo Tolstoy, Aylmer Maude",1886.0,The Death of Ivan Ilych,4.04,46357,580,2384,11406,21407,19973,1
345534182,Paula McLain,2015.0,Circling the Sun,3.93,37839,784,2279,10501,21395,13816,0
142000701,John Steinbeck,1962.0,Travels with Charley: In Search of America,4.07,45856,664,1971,9843,20207,19266,1
145161747X,Alice Hoffman,2011.0,The Dovekeepers,4.02,48640,1253,2992,9704,20015,20617,1
