isbn,original_publication_year,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
60590319,2009.0,en-US,4.0,41502,963,2575,9218,15528,15605
743298853,2006.0,eng,4.0,43086,780,2742,10409,19156,17430
140003003X,2004.0,eng,4.0,35852,1455,2819,10284,12894,9859
1569714029,1998.0,en-US,4.0,38323,888,2312,8897,13227,13458
545060494,2010.0,eng,4.0,39115,1473,2267,8525,11445,16712
1423128206,2010.0,en-US,4.0,51772,551,1448,7546,17067,27527
440241006,2003.0,eng,4.0,37434,214,1069,8920,20844,15920
425212890,2005.0,eng,4.0,52215,1046,3440,14607,19717,16361
515143804,2007.0,eng,4.0,42696,609,1731,7801,14058,19917
1591162203,1994.0,eng,4.0,36765,558,1125,4828,9531,20952
1402262272,2011.0,eng,4.0,50383,1832,3906,12187,15880,17982
60730552,1988.0,eng,4.0,36048,405,927,5750,14490,16313
1932073205,1980.0,en-US,4.0,34136,727,1749,6140,11511,16589
312270828,1988.0,eng,4.0,37354,2132,3911,10161,14645,12029
385523904,2009.0,eng,4.0,37284,318,533,3272,15958,24018
618620117,2009.0,en-US,4.0,32507,1134,2113,8554,12116,9836
553381520,1994.0,en-US,4.0,46665,1064,2257,9331,19782,21257
394805755,1931.0,en-US,4.0,50976,932,2481,10843,14467,22424
385735332,2011.0,eng,4.0,41271,442,1479,7495,14929,19404
044101769X,2008.0,eng,4.0,41816,167,723,5056,15763,24063
385343663,2010.0,eng,4.0,36571,1199,4308,13687,16368,6404
375714669,2001.0,eng,4.0,45718,301,1157,6932,17596,20996
61020656,1989.0,en-US,4.0,44710,282,2577,14505,20281,14429
385613466,2007.0,eng,4.0,38551,1164,3574,11493,15471,14869
670021652,2009.0,eng,3.0,37410,2063,5938,13932,12826,6751
142401765,1999.0,en-US,4.0,51537,844,3603,14783,17841,16921
62285637,2013.0,eng,4.0,42240,439,1597,8396,15513,21927
765344319,2004.0,en-US,4.0,38743,1146,2726,8448,13118,15418
375413405,1961.0,en-US,4.0,34055,631,902,4422,9757,19603
1421540320,2009.0,eng,4.0,39464,492,1101,5033,10098,23128
765315238,2007.0,en-US,4.0,37862,1115,2265,6850,12256,17808
151013047,2007.0,eng,4.0,33879,768,3367,12197,16905,7716
545284139,2012.0,eng,4.0,49667,753,1650,7374,18485,24717
449911659,1960.0,eng,4.0,39485,2145,4626,11883,14610,9287
1400077427,2006.0,eng,4.0,37601,980,2832,10042,13956,11571
015694877X,1922.0,en-US,4.0,38462,645,1395,6067,12798,20273
590319671,1957.0,eng,4.0,46731,548,1650,8559,13043,23741
146000110,1842.0,eng,4.0,40289,371,1361,8463,17826,19591
055215315X,1992.0,eng,4.0,43980,117,1132,9814,19985,19644
552152676,2006.0,eng,4.0,44496,139,785,6963,18468,23371
345481283,2006.0,eng,4.0,48381,672,2238,10114,21932,19358
689859368,2003.0,eng,4.0,56913,1123,3690,16228,19308,18322
1601422210,2010.0,eng,4.0,36326,661,1563,5711,11742,17640
142401110,1959.0,eng,4.0,47002,904,2181,10419,18138,18976
749080973,2008.0,eng,4.0,39572,747,2018,8563,18478,17978
545135702,2009.0,eng,4.0,41021,1584,2869,10292,12408,15420
451159535,1977.0,eng,4.0,29071,431,2125,11625,15950,11409
1560252480,1978.0,eng,4.0,37995,724,1428,6791,14658,15791
61284203,2003.0,eng,4.0,48111,1111,1865,6891,13810,28986
425267040,2013.0,eng,4.0,53937,1661,3491,11831,19796,21791
1411415930,2009.0,eng,4.0,40650,794,1689,7380,12975,17997
671741039,1987.0,eng,4.0,38018,614,1445,5486,12216,21961
030727103X,2015.0,eng,3.0,31271,1963,5493,12284,12871,6381
345459407,2000.0,eng,4.0,41058,1511,3067,8134,16603,17063
1599903385,2008.0,eng,4.0,54819,2844,5660,14185,15946,17792
61020613,1991.0,eng,4.0,47875,154,1181,9481,20682,23163
014043769X,1819.0,eng,4.0,42952,449,2192,11813,16501,14541
441328008,1984.0,eng,4.0,40415,715,3037,11673,15212,12732
441015271,2007.0,eng,4.0,42769,117,523,4802,17644,23837
385671105,2011.0,eng,3.0,33787,2237,5457,12700,11466,6490
307263991,2011.0,eng,3.0,38955,3098,7852,14358,12750,5273
075280944X,1995.0,eng,4.0,37717,127,582,6438,19648,17259
142001619,2002.0,eng,4.0,39402,1381,3530,10799,14127,10898
037575850X,1853.0,eng,4.0,41793,1438,4142,13066,15929,13425
61977969,2011.0,eng,4.0,34839,633,2116,8116,16451,12641
057506689X,1994.0,eng,4.0,43626,203,1892,12008,19757,17419
1593072937,1992.0,eng,4.0,40866,652,1471,6658,15444,18229
055327757X,1968.0,eng,4.0,35971,637,1635,6134,10899,18369
014200202X,1953.0,eng,4.0,39150,738,3128,14342,18248,10318
6513220,2001.0,eng,4.0,37369,1198,2005,4963,11371,29002
452283868,1973.0,en-US,4.0,37196,756,2441,10601,16513,11876
1416563725,2010.0,eng,4.0,42128,681,3444,14944,18717,11258
425233383,2010.0,eng,4.0,47720,1385,2450,10784,18245,16985
7169914,1970.0,en-US,4.0,41437,561,2227,9067,11245,20169
034547063X,2001.0,eng,4.0,40734,722,2405,9632,15995,16072
785123113,2003.0,eng,4.0,43541,1074,2566,10389,16829,15332
743270371,2006.0,en-US,4.0,34242,350,694,4651,13743,17380
441013406,2005.0,eng,4.0,43941,142,781,6265,19369,21115
446676438,1998.0,eng,4.0,39948,896,2319,9965,14533,14009
722534876,1987.0,eng,4.0,28283,1566,3821,9822,10998,9297
385336691,2006.0,en-US,4.0,36240,149,761,7672,20234,16146
440226708,1960.0,eng,4.0,42094,417,1281,8145,14522,18848
143036661,2004.0,en-US,4.0,43737,1147,3471,12361,18270,10575
307749606,2012.0,eng,4.0,33264,347,1700,9745,18193,14041
1401209149,2007.0,eng,4.0,35061,1306,2042,6313,9600,16387
1780484259,2000.0,eng,5.0,20567,186,357,1851,8085,26538
425259854,2013.0,eng,4.0,33481,1221,2934,9894,13945,15332
312590970,2010.0,eng,4.0,51250,2400,5698,13679,13943,17925
1101990260,2016.0,eng,3.0,36504,1257,4915,17948,17226,6919
545060451,2009.0,en-US,4.0,42084,1025,2229,9613,12392,17351
374384681,2014.0,eng,4.0,56635,1427,3122,11564,25269,23801
679766758,1996.0,eng,4.0,36207,1140,2859,10225,15640,11718
1609451341,2012.0,eng,4.0,33395,207,632,4162,16700,22052
345413970,1982.0,eng,4.0,36907,231,1756,10978,17282,10509
759530017,2004.0,en-US,4.0,34289,532,1299,4899,8255,19488
1451645821,2013.0,eng,4.0,34720,377,1096,6442,18751,15918
446611778,2001.0,eng,4.0,36265,401,1245,7983,15634,12855
1596431520,2006.0,eng,4.0,47824,1166,3049,11590,19020,15085
307001040,1960.0,eng,4.0,38907,508,1199,6020,8775,22409
991686004,2012.0,eng,4.0,54718,1110,2386,9118,20669,26708
1400065453,2010.0,eng,4.0,36021,859,2105,7073,17293,14982
486282082,1604.0,eng,4.0,39518,774,3448,12430,16245,12106
312984839,2003.0,eng,4.0,51282,221,911,6346,16880,30230
786887079,2005.0,eng,3.0,35792,2213,5372,12502,10083,7169
446611212,2001.0,eng,4.0,41555,400,1758,11115,17683,13258
671791540,1992.0,eng,4.0,33586,767,1646,6524,11057,15810
515134457,1998.0,en-US,4.0,52170,760,2838,11599,17959,21938
515134473,1998.0,en-US,4.0,53980,585,2597,11971,19204,22708
1250010713,2014.0,eng,4.0,31741,439,1683,9336,18384,11162
385333781,1952.0,eng,4.0,34362,280,1863,10065,15319,9197
807083690,1979.0,eng,4.0,43332,437,1577,7155,18225,20372
310247454,1992.0,en-US,4.0,19619,594,1297,5445,10837,16240
545424968,2014.0,eng,4.0,56637,316,1095,7286,23370,30480
785274316,1998.0,eng,4.0,30255,583,1283,5630,10674,13811
385491026,1988.0,eng,4.0,42317,626,2206,10727,18149,13383
1406310271,2010.0,eng,4.0,43024,984,1772,6447,14107,25001
1841492051,2005.0,eng,4.0,37479,372,1795,9330,16805,13388
545027896,2011.0,eng,4.0,42530,1077,1656,6518,14502,19978
446519138,1995.0,en-US,4.0,32751,641,1940,7866,10456,12483
1442429984,2011.0,eng,4.0,47690,2426,3239,9333,17437,19821
316014796,2007.0,en-US,4.0,41500,260,1602,10352,18377,15066
385528787,2013.0,eng,4.0,33861,391,1819,9039,17713,13013
60264802,1943.0,eng,4.0,51432,500,1793,10015,17506,23997
812971426,2003.0,en-US,4.0,42256,3370,3712,9265,10472,15842
99481685,2001.0,eng,3.0,39486,1793,6012,15826,13273,8787
446613444,1993.0,eng,4.0,36748,161,946,9225,20205,13683
312577206,2012.0,eng,4.0,36972,478,1286,7087,16462,15971
1476731535,2013.0,eng,4.0,55764,523,1742,8534,21657,28059
385730306,2007.0,eng,4.0,54602,1279,3746,11932,18530,21641
375702709,1993.0,en-US,4.0,40651,634,2319,9793,16119,13248
349119759,1998.0,en-US,4.0,38297,284,797,4876,12574,19978
1455520616,2015.0,eng,4.0,31774,784,2412,9314,14890,13430
385342047,2010.0,eng,4.0,40137,1039,4010,13627,15228,11340
60268654,1956.0,en-US,4.0,44319,430,1612,8884,12874,21112
145161778X,2014.0,eng,4.0,31249,856,3169,11716,13575,6586
015626224X,1933.0,en-US,4.0,34739,199,1194,7293,17621,14192
1427814031,2006.0,eng,4.0,36028,491,1130,4239,8017,22658
1551924013,1991.0,eng,4.0,36496,1687,2142,6727,11476,16430
080509461X,2014.0,eng,4.0,56836,728,2162,10158,23691,27671
743294254,2000.0,eng,4.0,39334,770,3159,12945,15187,9125
440244161,1999.0,eng,4.0,51854,1410,3320,11531,17621,21792
61284408,2009.0,eng,4.0,49050,1581,4238,13442,15417,16465
606298231,1992.0,eng,4.0,38179,714,3550,14199,14925,7637
440060672,1973.0,eng,4.0,34570,367,2028,9932,13281,11120
316069485,2010.0,eng,4.0,34973,137,747,7303,19000,14432
380731509,1989.0,eng,4.0,45631,558,1595,8558,14675,21498
307713547,2010.0,eng,4.0,35122,501,1386,5490,14904,17149
61974618,2013.0,eng,4.0,41533,257,1127,7059,16613,21097
141439785,1886.0,eng,4.0,40063,1357,3095,11048,16393,12322
99478536,2003.0,eng,4.0,32907,453,1184,7729,18559,12695
425169693,1997.0,eng,4.0,38954,870,3080,12676,14796,8515
345503821,2013.0,eng,4.0,34419,371,1163,5360,14433,17837
385515049,2008.0,en-US,4.0,39100,1102,3975,14287,14732,7835
689878583,1986.0,en-US,4.0,53413,439,1616,9814,19397,25989
034552425X,2011.0,eng,4.0,21519,838,2411,10496,20808,14124
60090375,1996.0,en-US,4.0,38473,974,2944,11832,13783,10371
055255264X,2004.0,eng,4.0,43460,232,960,6673,17623,23685
60786523,1993.0,en-US,4.0,33973,685,1650,6032,12254,14888
446578843,2006.0,eng,4.0,34212,853,2349,8406,12278,11033
425198685,2003.0,eng,4.0,34917,581,2188,9491,15252,10306
62267523,2015.0,eng,4.0,35225,503,1567,8049,19937,13789
60577371,2007.0,en-US,4.0,42838,615,2177,10244,15801,15920
141311401,1984.0,eng,4.0,38240,453,1516,7991,16674,16387
1416548009,2004.0,eng,4.0,31864,278,647,4271,12675,16926
1416903437,1992.0,en-US,4.0,52165,305,1163,7675,17873,29162
1859855423,1997.0,eng,4.0,41052,541,1027,4314,9506,26961
399171614,2015.0,eng,4.0,58175,1376,2738,8655,21498,30604
307267148,2008.0,eng,4.0,37270,441,1098,5050,12776,21062
316127256,2011.0,eng,3.0,41202,2558,5891,13476,14245,9550
1408852594,2014.0,eng,4.0,53227,288,731,5143,19194,37516
1400064759,2008.0,eng,4.0,38537,822,3047,11813,17742,8485
441014348,2006.0,eng,4.0,41344,130,537,4858,17448,22945
449912558,1996.0,eng,4.0,40781,1005,2008,5868,14511,20510
1477823832,2014.0,eng,4.0,25934,1057,4070,12691,14867,8648
385526261,2011.0,en-US,4.0,34460,902,1097,4683,13978,16784
143039970,1962.0,eng,4.0,43602,630,2274,9697,20283,18491
316166294,2008.0,eng,4.0,36497,110,719,7939,20783,13279
553560719,1992.0,en-US,4.0,37197,179,1088,7368,15725,15616
385344341,2013.0,eng,4.0,27578,328,1392,8949,18578,13638
60575808,2001.0,eng,4.0,55218,734,2728,12869,19278,21922
60929782,1945.0,en-US,4.0,36840,702,1847,7818,14957,14539
446678457,2001.0,en-US,4.0,38013,421,1549,8290,15458,14242
553587579,1986.0,eng,4.0,39003,419,1929,9075,16412,15095
525444475,1926.0,eng,4.0,32504,444,871,4481,10208,25105
807059099,1940.0,eng,4.0,28177,708,1526,6116,11252,13486
425179613,1999.0,en-US,4.0,31963,1222,2315,9062,12918,8028
074347788X,1996.0,eng,4.0,32875,470,1041,5124,13491,16816
224097008,2015.0,eng,4.0,30841,1541,3416,9135,13715,10490
034089699X,2014.0,eng,4.0,28856,982,2950,10819,15059,7227
1560760478,1990.0,eng,4.0,38242,269,1177,6763,14574,19465
785135804,2009.0,en-US,4.0,32247,521,772,3535,8965,18536
1421527553,2006.0,eng,4.0,37369,842,1559,5681,9404,20033
553580221,1999.0,en-US,4.0,36882,740,2241,9882,13648,11508
552152943,1990.0,eng,4.0,42892,339,2464,13318,18963,14963
1585425648,1902.0,eng,4.0,29122,539,1206,4620,10010,18721
393064646,2008.0,en-US,4.0,38157,806,2534,10882,16474,11112
451222385,2007.0,eng,4.0,49083,721,2084,10100,16566,22382
553418777,2013.0,eng,4.0,34383,2033,5745,13308,13863,9131
224097377,2012.0,eng,3.0,32637,1649,5207,14109,13883,5295
6479758,1996.0,eng,4.0,35513,394,1460,8003,14865,13837
310321913,2011.0,eng,4.0,33960,1492,2377,5805,9323,16219
747545251,1959.0,eng,4.0,36153,480,1434,7834,14255,15805
000649885X,1998.0,eng,4.0,37381,501,1564,7308,16594,17224
99498596,1990.0,eng,4.0,43936,381,1670,10917,19654,15253
1502784270,2014.0,eng,4.0,73104,1693,3821,10197,21243,45250
425170349,1998.0,en-US,4.0,35278,437,1668,7494,14076,14632
60515228,2006.0,eng,4.0,38942,299,1602,9585,20227,14387
749942010,2010.0,eng,4.0,35893,884,2862,10945,16975,9910
765377063,2007.0,eng,4.0,33409,642,2292,8246,17466,14942
61031321,2001.0,eng,4.0,42002,114,857,7462,18057,21272
1401201911,2003.0,eng,4.0,35438,498,1350,5961,12842,16356
385721420,2002.0,eng,4.0,35677,1049,3687,12450,13101,6758
743255062,1791.0,eng,4.0,33061,1482,2925,10378,15150,13178
525950494,2007.0,eng,4.0,31692,915,1296,4551,10606,16570
1937007472,2012.0,en-US,4.0,33941,386,1125,5672,15235,16985
1250000971,2012.0,eng,4.0,27456,325,1331,7571,16131,11733
60725117,2000.0,eng,4.0,51580,844,2450,11346,18792,21094
61566128,2009.0,eng,4.0,39702,580,2026,8910,13031,17765
316036196,2010.0,eng,4.0,48964,1165,3214,9252,14779,22798
553807226,2011.0,en-US,4.0,45468,558,2970,13446,19213,13291
60590297,2007.0,eng,4.0,38818,642,2350,11214,16749,10352
812515285,1992.0,eng,4.0,37986,654,1672,6494,14506,17182
038532328X,1990.0,en-US,4.0,43334,916,3922,14176,15194,11715
067984483X,1960.0,eng,4.0,38809,717,1979,7932,10010,19019
61935085,2010.0,en-US,4.0,51815,1628,4187,12409,17053,19273
156453800,1972.0,eng,4.0,32253,462,1614,5967,13026,18052
1741666708,2013.0,eng,4.0,25197,959,2131,6017,12567,13261
452281423,1983.0,en-US,3.0,38387,5675,6382,11096,9727,9948
143116231,2002.0,en-US,4.0,19176,291,809,5844,17076,15121
1451617720,2010.0,en-US,4.0,36469,627,2658,12689,15264,7655
61020001,1991.0,eng,3.0,44222,4248,7919,15271,12419,12825
380776839,1994.0,eng,4.0,45961,1316,2177,9293,17170,19530
393343448,2011.0,eng,4.0,15616,884,1655,7380,13241,9286
743294270,2010.0,eng,4.0,37026,611,2880,13387,14748,7775
140447644,1830.0,eng,4.0,33346,1115,3015,9927,14536,13705
743269268,2004.0,en-US,4.0,40065,719,3480,13699,16114,9426
340893605,2007.0,eng,4.0,43524,1964,5218,14616,17892,12320
312624689,2011.0,en-US,4.0,46269,421,1364,6712,14662,24800
62011995,2011.0,en-US,4.0,49448,1687,2999,9061,17058,24397
312590989,2010.0,eng,4.0,43998,1791,4301,10858,12187,16730
553282980,1988.0,eng,4.0,33645,395,1238,5735,12617,17236
552154229,1999.0,eng,4.0,40138,101,726,7320,18629,20330
1741661285,2006.0,eng,4.0,39795,470,996,6829,15486,21637
876120834,1946.0,en-US,4.0,26713,752,1391,4587,8413,16473
345522494,2011.0,eng,4.0,39926,210,834,6658,17967,18836
590431978,1981.0,eng,4.0,38879,763,2190,8472,11376,17276
525955097,2016.0,eng,4.0,30788,913,2458,10459,18044,13594
679721037,1946.0,eng,4.0,41338,738,2184,9825,16758,13831
316041440,2009.0,eng,4.0,39677,872,2179,8483,15813,16842
62235656,2013.0,eng,4.0,44366,834,2506,10652,16916,15696
517223120,1975.0,eng,4.0,32506,1625,2189,7599,11380,11783
316129070,2013.0,eng,4.0,27860,142,712,5701,18187,14753
143039962,1924.0,eng,4.0,31606,520,1003,4472,11501,20414
425116840,1988.0,en-US,4.0,37672,188,1344,9279,15970,12918
590930028,1998.0,en-US,4.0,36963,1110,2172,6499,9026,18379
140449108,1516.0,eng,4.0,36680,1177,5222,15801,14313,7721
316113662,2007.0,en-US,4.0,39440,1043,2144,8129,13529,17345
62280678,2014.0,eng,4.0,44785,1455,3568,11035,18176,14785
553804790,2006.0,eng,4.0,36233,561,2435,11052,14284,9922
385501129,2010.0,eng,3.0,42885,3263,9025,17055,13468,5577
446610224,2003.0,en-US,4.0,37060,320,1590,9647,16019,12659
385722206,2000.0,en-US,4.0,39927,686,3659,14466,17027,7602
62282719,2014.0,eng,4.0,41012,1046,2612,9283,17369,13580
671729470,1980.0,en-US,4.0,40354,955,3458,11845,14517,13539
1594202842,2011.0,eng,4.0,34710,990,3331,12436,15039,6940
425204693,1995.0,eng,4.0,41377,211,1356,10272,17581,14535
446619035,2005.0,eng,4.0,36926,301,1679,10270,15431,11747
8188575704,2007.0,eng,4.0,24307,2021,3266,6759,8385,8730
64401480,1947.0,eng,4.0,44068,847,1639,8082,13512,21048
312941919,1997.0,eng,4.0,34702,105,626,6805,18196,14270
62265423,2014.0,eng,4.0,33969,1106,2034,7948,15912,12748
446690449,1998.0,eng,4.0,34296,216,892,6907,16077,13402
1857989341,1972.0,eng,4.0,35247,299,1350,7879,15381,14628
545060478,2010.0,eng,4.0,37663,1108,2115,8798,10964,15155
60838744,1999.0,en-US,4.0,34603,1009,2003,6496,12251,14425
345470575,2004.0,eng,4.0,34661,941,1862,6018,9162,16860
1563898586,2000.0,eng,4.0,40404,687,2255,9526,16088,13262
763622591,2002.0,eng,4.0,42426,2832,5218,12155,14364,10298
425226921,2009.0,eng,4.0,53738,1565,2646,9498,18531,26268
1423118235,2009.0,en-US,4.0,46756,950,1559,6794,17605,22616
037542380X,1995.0,eng,4.0,33070,1162,2634,7995,11859,10974
1607069318,2014.0,eng,5.0,47549,145,358,2805,14440,31268
804178747,2014.0,eng,4.0,19107,496,2013,9620,15703,11221
1250028647,2013.0,eng,4.0,27563,685,2028,9256,15941,8877
081297736X,2005.0,eng,4.0,29859,192,1229,6362,12567,11744
1101883073,2016.0,eng,4.0,42421,562,1142,5877,21014,26919
316017701,2008.0,eng,4.0,38503,176,1181,9121,17415,14600
593073894,2015.0,en-US,4.0,20999,578,1752,8085,15404,11604
770436420,2013.0,eng,4.0,23374,714,1622,5348,12392,15224
307594033,2012.0,eng,4.0,35412,1016,2905,9783,14960,10972
174166134X,2006.0,eng,4.0,37607,223,721,5474,13990,21449
60652381,1961.0,en-US,4.0,35913,403,976,5410,12917,18448
1563894459,1998.0,eng,4.0,30790,774,1426,4709,10068,17714
1416903372,1994.0,en-US,4.0,44115,323,895,6746,15496,23696
307590615,2010.0,eng,4.0,28943,1293,1906,7652,12627,8188
64400581,1972.0,eng,4.0,46442,1153,3483,13085,16549,13367
033039780X,1975.0,eng,4.0,42164,1806,4941,13816,14493,11632
1476728747,2015.0,eng,4.0,35786,984,1232,5673,15914,17666
1400063256,2008.0,en-US,4.0,32564,1309,2419,8198,12414,9099
446573051,2012.0,eng,4.0,27953,270,1065,6957,16796,12471
765378558,2015.0,eng,4.0,32170,85,469,4687,17295,17943
345807952,2013.0,eng,3.0,30713,2230,5980,13827,11828,5722
6280897,1960.0,en-US,4.0,29684,444,1001,5530,11563,13972
042524413X,2011.0,eng,4.0,33427,295,767,5091,15125,14653
847826465,2004.0,eng,4.0,33893,2959,2615,6651,9310,12910
067972477X,1934.0,eng,4.0,38484,425,1092,5360,14800,20226
547959109,2013.0,eng,4.0,38142,680,1918,7943,16551,15748
345542886,2013.0,en-US,4.0,36002,674,3508,14114,15618,11851
037581468X,2006.0,eng,4.0,48028,1282,1973,7618,15689,23283
312662750,2011.0,en-US,4.0,50689,1403,2758,9980,19654,23620
1451651694,2013.0,eng,4.0,29369,481,955,4513,12644,14547
1596437138,2011.0,eng,4.0,39477,1218,2300,9907,15715,13069
067978148X,1987.0,eng,4.0,29456,699,2615,9441,12328,7312
60572973,2005.0,en-US,4.0,49321,253,1014,7909,19521,24272
786942460,1988.0,eng,4.0,32300,238,1304,6804,12712,14785
140274219,1966.0,eng,4.0,21053,1715,5110,13735,15418,9360
316296198,1965.0,en-US,4.0,32914,1050,2211,6360,12018,15598
1476785597,2014.0,eng,4.0,36383,1561,3095,9358,16925,12929
316134074,2014.0,eng,4.0,47315,528,1924,8159,19339,26752
385525001,2007.0,en-US,3.0,34577,1436,5072,13273,10948,6121
1402784031,2011.0,eng,4.0,46077,2482,3220,6975,11651,24406
441102670,1985.0,eng,4.0,34822,676,2612,9170,12496,12201
399252517,2014.0,eng,4.0,33779,1732,1625,4992,11824,17460
316081051,2010.0,en-US,4.0,38956,1858,3290,8313,13855,14583
142000205,1998.0,eng,4.0,34128,737,2819,10815,12979,7601
553213180,1917.0,eng,4.0,57062,872,2177,11467,20526,25784
345476166,2006.0,en-US,4.0,35804,843,2479,10458,14921,10420
449000656,1993.0,eng,4.0,39214,250,1003,10593,16261,13622
1401340903,2009.0,en-US,4.0,41284,1041,3900,13233,16803,10375
765310023,2000.0,eng,4.0,34042,488,1239,5126,13350,18828
1743342373,2013.0,eng,4.0,54585,815,2203,10197,24238,26566
575082453,2009.0,eng,4.0,36268,440,1356,6346,15971,17088
62309668,2014.0,eng,4.0,26931,939,3055,10623,15355,8253
1416505016,2005.0,en-US,4.0,30675,197,424,3629,12053,17348
679444327,2010.0,eng,4.0,31308,502,1069,3883,10772,18384
316399620,2014.0,eng,4.0,22327,826,1866,6187,14323,13771
345476093,1962.0,eng,4.0,35147,845,1281,5342,12858,17369
671047345,2001.0,en-US,4.0,30081,127,462,4008,12628,15961
439829100,1993.0,en-US,4.0,36501,718,1937,7428,15236,15564
1599951495,2009.0,en-US,4.0,30583,1426,2577,8985,12646,9581
374346674,2014.0,eng,4.0,38701,1588,3744,10770,15186,14626
1101947136,2016.0,eng,4.0,41524,214,743,4520,17394,27113
393068471,2010.0,en-US,4.0,35724,861,1817,8333,15749,11832
446195502,2008.0,en-US,4.0,35071,236,768,6103,16164,14801
785132619,2010.0,eng,4.0,30688,732,1596,6073,11366,12812
1401908977,2006.0,eng,4.0,30270,303,540,3066,9238,18805
61449121,2011.0,en-US,4.0,38819,642,1552,6573,14031,19198
321107217,1854.0,eng,4.0,34675,1604,4753,14259,13967,7587
316176532,2015.0,eng,4.0,26604,908,1977,6958,13336,11000
373802498,2006.0,eng,4.0,48234,461,2157,11204,22337,20344
1931514925,2001.0,eng,4.0,34149,1089,2071,6685,8499,15978
156931778X,1999.0,eng,4.0,35641,441,1298,5660,14240,19554
553807218,2010.0,en-US,4.0,41049,320,1925,10749,19058,14242
1842323008,1950.0,eng,4.0,36007,354,1195,7236,15396,15524
039916927X,2014.0,eng,4.0,40090,2080,4220,11094,13126,13221
778325318,2006.0,eng,4.0,32490,467,1251,6556,15560,13747
445406518,1975.0,en-US,4.0,44395,882,2150,9526,16802,17567
425230074,2009.0,eng,4.0,45089,317,1708,9506,17704,19253
425147584,1994.0,en-US,4.0,34952,283,1264,7984,14650,12436
156904365,1956.0,en-US,4.0,36758,442,1642,6364,12481,18265
142406120,2001.0,en-US,4.0,39296,254,1568,8523,15503,16634
451209338,2000.0,eng,4.0,31579,845,1439,7180,14473,12428
1844280594,2004.0,eng,4.0,37886,771,1492,5512,10413,21234
747541604,1963.0,eng,4.0,37054,1192,1741,5141,9414,20942
62067753,2012.0,eng,4.0,32313,809,2979,10583,15127,8939
446691437,2002.0,en-US,4.0,31399,992,2088,6294,11688,15976
679723056,1981.0,eng,4.0,29807,330,1099,4670,12177,15241
670061107,1996.0,eng,3.0,43723,1839,6448,15690,12010,10304
316187747,2011.0,eng,4.0,33076,405,1064,4971,14512,16110
1250010691,2013.0,eng,4.0,32761,398,816,4805,15590,15580
449208133,1977.0,en-US,4.0,33228,446,1640,7814,13231,11866
425205754,1996.0,eng,4.0,36576,306,1461,8475,13421,14947
451530179,1915.0,eng,4.0,33028,587,1726,6508,13571,16123
451471474,2015.0,eng,4.0,38196,854,2828,12095,16301,10892
525467262,1961.0,en-US,4.0,37312,300,648,3918,8660,24994
553584537,2004.0,en-US,4.0,36437,466,1557,9199,16391,12457
62278789,2013.0,en-US,4.0,19325,343,1024,4407,9425,18175
61161640,2007.0,en-US,4.0,39419,118,846,7222,17340,19565
1423368991,2010.0,eng,4.0,40323,306,1460,8200,15969,19894
140230270,1993.0,eng,4.0,35064,977,3826,12403,13074,7503
1423157516,2013.0,eng,4.0,46332,399,1180,5785,16493,25608
446407410,2008.0,eng,4.0,40356,987,3336,10995,13816,14161
62104896,2013.0,eng,4.0,35890,1617,2495,7040,11963,16802
60788380,2007.0,en-US,4.0,44879,215,777,6181,16815,24473
670026328,2014.0,eng,4.0,30834,729,2363,9360,16607,9608
076536543X,2009.0,en-US,5.0,22917,130,425,2185,8517,21119
671024094,1998.0,en-US,4.0,34121,227,731,6301,14731,14284
545060486,2010.0,eng,4.0,36068,845,1691,8075,10580,15355
316069418,2011.0,eng,4.0,32426,145,697,6513,17892,13776
189221301X,1992.0,eng,4.0,34951,996,1385,4754,7181,20876
62218360,2014.0,eng,4.0,25990,526,1711,9028,13187,8272
545326990,2012.0,eng,4.0,42759,1152,2028,7558,12801,21303
074326004X,2005.0,en-US,4.0,32176,523,1545,6889,14274,10894
380014300,1970.0,en-US,4.0,37961,736,1990,7001,12982,17381
1451693567,2014.0,eng,4.0,29805,744,2646,9804,14517,7646
765304961,2008.0,en-US,4.0,29389,437,1830,10017,15486,10649
042519485X,2004.0,en-US,4.0,45634,1524,3539,12154,15722,14881
722536542,1996.0,eng,4.0,26060,1220,3366,9197,9601,7593
765375869,2014.0,eng,4.0,31073,793,1630,8108,16141,8541
385351232,2013.0,eng,4.0,32744,1163,3408,11297,15145,6993
1476764026,2014.0,eng,4.0,31886,811,1143,5803,13229,13393
62217135,2013.0,eng,4.0,35150,969,3198,10685,15020,10893
054506046X,2009.0,eng,4.0,35694,814,1801,8381,11076,15065
1840187166,1980.0,eng,4.0,32048,357,1326,7352,14245,12921
515133876,2001.0,eng,4.0,46567,1601,4209,10920,14041,18685
684865181,1989.0,en-US,4.0,29675,759,1960,6680,9437,12004
345545834,2013.0,eng,4.0,42238,388,1525,7160,15887,21129
067003777X,2006.0,eng,4.0,29369,1342,3151,8523,12585,8706
62259652,2014.0,eng,4.0,31735,718,2042,7826,16827,13206
62071041,2012.0,en-US,4.0,42493,1114,2521,9279,16910,15122
618773479,2006.0,en-US,4.0,32275,613,1502,6167,13510,12503
758278454,2013.0,eng,4.0,22933,679,2176,7116,12361,9018
006156608X,2008.0,eng,4.0,38461,467,2030,9372,13291,16349
